DateTime,Junction,Vehicles
2025-10-14 15:00:00,1,41.924542215083505
2025-10-14 16:00:00,1,34.804668090813365
2025-10-14 17:00:00,1,53.70110469930774
2025-10-14 18:00:00,1,65.85966462481608
2025-10-14 19:00:00,1,54.69580059064337
2025-10-14 20:00:00,1,53.214865508669064
2025-10-14 21:00:00,1,45.31645290954425
2025-10-14 22:00:00,1,30.13236701680478
2025-10-14 23:00:00,1,49.5641485400063
2025-10-15 00:00:00,1,42.82685257308668
2025-10-15 01:00:00,1,29.182530017123078
2025-10-15 02:00:00,1,37.52615359026392
2025-10-15 03:00:00,1,31.144723959115296
2025-10-15 04:00:00,1,37.693025539370154
2025-10-15 05:00:00,1,39.09980745889872
2025-10-15 06:00:00,1,46.09382478022599
2025-10-15 07:00:00,1,64.45133171782322
2025-10-15 08:00:00,1,58.90734293284503
2025-10-15 09:00:00,1,55.318690618021435
2025-10-15 10:00:00,1,31.592940197145197
2025-10-15 11:00:00,1,54.99495942173424
2025-10-15 12:00:00,1,47.94616336743064
2025-10-15 13:00:00,1,51.764935001576546
2025-10-15 14:00:00,1,42.07429885373439
2025-10-15 15:00:00,1,51.06425732503703
2025-10-15 16:00:00,1,40.70440971373487
2025-10-15 17:00:00,1,59.298979279857136
2025-10-15 18:00:00,1,71.83349344606408
2025-10-15 19:00:00,1,56.9017328912549
2025-10-15 20:00:00,1,25.968813406131652
2025-10-15 21:00:00,1,52.530580808615696
2025-10-15 22:00:00,1,47.393624531715965
2025-10-15 23:00:00,1,55.67069579455171
2025-10-16 00:00:00,1,32.614401448409964
2025-10-16 01:00:00,1,25.087741710226823
2025-10-16 02:00:00,1,33.20849516651249
2025-10-16 03:00:00,1,28.319501614529887
2025-10-16 04:00:00,1,30.172005565047588
2025-10-16 05:00:00,1,33.248535701063815
2025-10-16 06:00:00,1,45.39874440249913
2025-10-16 07:00:00,1,54.41715521682021
2025-10-16 08:00:00,1,52.53625909079342
2025-10-16 09:00:00,1,63.950276240007945
2025-10-16 10:00:00,1,40.58011630269983
2025-10-16 11:00:00,1,46.80338993843931
2025-10-16 12:00:00,1,46.385801146520514
2025-10-16 13:00:00,1,40.479629616460734
2025-10-16 14:00:00,1,55.17414351885109
2025-10-16 15:00:00,1,38.733518166289144
2025-10-16 16:00:00,1,54.590412994553276
2025-10-16 17:00:00,1,51.95305630580217
2025-10-16 18:00:00,1,53.91873281565509
2025-10-16 19:00:00,1,66.96134840113129
2025-10-16 20:00:00,1,37.64338269824372
2025-10-16 21:00:00,1,48.472629898528055
2025-10-16 22:00:00,1,45.13482168970747
2025-10-16 23:00:00,1,48.41338848539893
2025-10-17 00:00:00,1,44.044884372063436
2025-10-17 01:00:00,1,50.80914014863927
2025-10-17 02:00:00,1,44.95589459772716
2025-10-17 03:00:00,1,34.590535225497334
2025-10-17 04:00:00,1,33.84726254887053
2025-10-17 05:00:00,1,24.73136873323977
2025-10-17 06:00:00,1,51.628801481092665
2025-10-17 07:00:00,1,64.90379281118099
2025-10-17 08:00:00,1,49.69028335494232
2025-10-17 09:00:00,1,56.091272292714
2025-10-17 10:00:00,1,40.48987353952617
2025-10-17 11:00:00,1,41.392474896311235
2025-10-17 12:00:00,1,49.54358163666741
2025-10-17 13:00:00,1,45.66750219090973
2025-10-17 14:00:00,1,48.60676207362857
2025-10-17 15:00:00,1,47.94868809575516
2025-10-17 16:00:00,1,29.59989713252364
2025-10-17 17:00:00,1,56.4965835367175
2025-10-17 18:00:00,1,78.08010197995569
2025-10-17 19:00:00,1,53.98873432183228
2025-10-17 20:00:00,1,37.410494587157835
2025-10-17 21:00:00,1,38.98584763295122
2025-10-17 22:00:00,1,47.99807946239791
2025-10-17 23:00:00,1,47.331772786099144
2025-10-18 00:00:00,1,42.930034620385676
2025-10-18 01:00:00,1,40.13331955101368
2025-10-18 02:00:00,1,36.37325830327518
2025-10-18 03:00:00,1,26.842477320725052
2025-10-18 04:00:00,1,42.68983934995198
2025-10-18 05:00:00,1,37.33645676818723
2025-10-18 06:00:00,1,52.62875395444014
2025-10-18 07:00:00,1,52.2709741170288
2025-10-18 08:00:00,1,66.11079252959324
2025-10-18 09:00:00,1,47.807342265397594
2025-10-18 10:00:00,1,54.12750424767279
2025-10-18 11:00:00,1,40.21012447136383
2025-10-18 12:00:00,1,34.97442649846242
2025-10-18 13:00:00,1,50.8610962132218
2025-10-18 14:00:00,1,40.88951052725347
2025-10-18 15:00:00,1,43.171877848968784
2025-10-18 16:00:00,1,46.4477634105438
2025-10-18 17:00:00,1,62.34967492372311
2025-10-18 18:00:00,1,65.91640051126299
2025-10-18 19:00:00,1,64.07316111628069
2025-10-18 20:00:00,1,55.18418543658797
2025-10-18 21:00:00,1,60.03066526289993
2025-10-18 22:00:00,1,44.79912188887102
2025-10-18 23:00:00,1,40.736216256119285
2025-10-19 00:00:00,1,46.686908256198514
2025-10-19 01:00:00,1,32.518180498325236
2025-10-19 02:00:00,1,21.337882267412795
2025-10-19 03:00:00,1,39.31584477095952
2025-10-19 04:00:00,1,33.08481226741848
2025-10-19 05:00:00,1,45.6616772197881
2025-10-19 06:00:00,1,44.513327630575866
2025-10-19 07:00:00,1,68.32889840379494
2025-10-19 08:00:00,1,60.963124326340065
2025-10-19 09:00:00,1,66.03517963750367
2025-10-19 10:00:00,1,38.10432406763585
2025-10-19 11:00:00,1,53.32775023097592
2025-10-19 12:00:00,1,51.9029116038379
2025-10-19 13:00:00,1,31.590517794945768
2025-10-19 14:00:00,1,42.326028790169744
2025-10-19 15:00:00,1,54.32314706423777
2025-10-19 16:00:00,1,51.510925430737636
2025-10-19 17:00:00,1,67.44726845696586
2025-10-19 18:00:00,1,64.46928843251143
2025-10-19 19:00:00,1,62.93503223024649
2025-10-19 20:00:00,1,47.328873719092535
2025-10-19 21:00:00,1,49.46350199717115
2025-10-19 22:00:00,1,43.86221890150492
2025-10-19 23:00:00,1,50.751099511549654
2025-10-20 00:00:00,1,44.96358156406855
2025-10-20 01:00:00,1,43.817497029128354
2025-10-20 02:00:00,1,39.0619730860906
2025-10-20 03:00:00,1,42.42803117894408
2025-10-20 04:00:00,1,28.201848377925163
2025-10-20 05:00:00,1,32.32327291062862
2025-10-20 06:00:00,1,40.846733464559925
2025-10-20 07:00:00,1,63.70164488507194
2025-10-20 08:00:00,1,60.60763522208308
2025-10-20 09:00:00,1,66.76582673515513
2025-10-20 10:00:00,1,31.29913002637004
2025-10-20 11:00:00,1,52.21777888200125
2025-10-20 12:00:00,1,45.54025496130145
2025-10-20 13:00:00,1,43.4347632391323
2025-10-20 14:00:00,1,64.40102963835426
2025-10-20 15:00:00,1,48.67855020522875
2025-10-20 16:00:00,1,45.68870460056941
2025-10-20 17:00:00,1,56.67670582689587
2025-10-20 18:00:00,1,56.35932200052927
2025-10-20 19:00:00,1,52.922758870593526
2025-10-20 20:00:00,1,53.14289779221368
2025-10-20 21:00:00,1,40.192029104161506
2025-10-20 22:00:00,1,43.423252649256774
2025-10-20 23:00:00,1,49.52880369336842
2025-10-21 00:00:00,1,34.767743830219196
2025-10-21 01:00:00,1,29.810317191374764
2025-10-21 02:00:00,1,39.096400622441486
2025-10-21 03:00:00,1,33.3183335283511
2025-10-21 04:00:00,1,29.0824947923676
2025-10-21 05:00:00,1,37.67801156708442
2025-10-21 06:00:00,1,42.25559559326728
2025-10-21 07:00:00,1,60.80029059842218
2025-10-21 08:00:00,1,57.40777701174894
2025-10-21 09:00:00,1,61.02478248589489
2025-10-21 10:00:00,1,35.34732210554533
2025-10-21 11:00:00,1,57.60062798740816
